ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,apnea,tags,notes
2023-03-19T20:59:59-04:00,"Saturday, Mar 18, 2023","Sunday, Mar 19, 2023",2023-03-19 00:08:00,2023-03-19 10:38:00,10:30:00,00:18:00,00:00:00,1,10:12:00,08:04:08,97.1,90.5,08:18:25,06:02:18,03:55:23,02:51:26,54.8,51.1,64.7,69.7,46.0,48.9,97,178,72,91,,,,,,,,,
2023-03-20T20:59:59-04:00,"Sunday, Mar 19, 2023","Monday, Mar 20, 2023",2023-03-20 01:15:00,2023-03-20 09:27:00,08:12:00,00:08:00,00:00:00,1,08:04:00,07:54:42,98.4,90.9,06:52:04,06:11:43,03:20:17,02:57:35,48.3,51.3,65.5,70.4,47.0,49.1,76,174,62,93,,,,,,,,,
2023-03-21T20:59:59-04:00,"Monday, Mar 20, 2023","Tuesday, Mar 21, 2023",2023-03-21 02:59:00,2023-03-21 10:27:00,07:28:00,00:34:00,00:00:00,1,06:54:00,07:48:51,92.4,90.9,05:36:05,06:04:58,01:55:55,02:40:32,51.7,52.0,57.3,69.3,51.0,49.9,109,173,78,94,,,,,,,,,
2023-03-22T20:59:59-04:00,"Tuesday, Mar 21, 2023","Wednesday, Mar 22, 2023",2023-03-22 01:12:00,2023-03-22 10:25:00,09:13:00,00:31:00,00:00:00,1,08:42:00,08:00:34,94.4,91.8,06:00:57,06:13:28,01:47:28,02:38:32,49.0,52.0,55.9,67.4,49.0,49.4,162,164,100,89,,,,,,,,,
2023-03-23T20:59:59-04:00,"Wednesday, Mar 22, 2023","Thursday, Mar 23, 2023",2023-03-23 02:00:00,2023-03-23 09:30:00,07:30:00,00:00:00,00:00:00,1,07:30:00,07:42:42,100.0,92.1,05:17:28,05:55:43,01:45:00,02:23:17,47.7,51.9,75.5,68.2,46.0,48.9,130,136,69,81,,,,,,,,,
2023-03-24T20:59:59-04:00,"Thursday, Mar 23, 2023","Friday, Mar 24, 2023",2023-03-24 01:24:00,2023-03-24 10:04:00,08:40:00,00:30:00,00:00:00,1,08:10:00,08:01:51,94.2,92.7,06:37:00,06:10:17,03:09:41,02:27:15,52.3,52.2,66.8,66.0,48.0,49.1,76,116,55,73,,,,,,,,,
2023-03-25T20:59:59-04:00,"Friday, Mar 24, 2023","Saturday, Mar 25, 2023",2023-03-25 04:00:00,2023-03-25 10:03:00,06:03:00,00:51:00,00:00:00,1,05:12:00,07:49:08,86.0,94.6,03:33:24,06:02:12,01:18:00,02:27:23,50.0,50.5,65.4,64.4,47.0,47.7,162,116,53,70,,,,,,,,,
2023-03-26T20:59:59-04:00,"Saturday, Mar 25, 2023","Sunday, Mar 26, 2023",2023-03-26 03:11:00,2023-03-26 11:14:00,08:03:00,00:23:00,00:00:00,1,07:40:00,07:27:25,95.2,94.4,05:23:11,05:37:10,00:00:00,01:53:45,65.9,52.1,81.9,66.9,54.0,48.9,77,113,51,67,,,,,,,,,
2023-03-27T20:59:59-04:00,"Sunday, Mar 26, 2023","Monday, Mar 27, 2023",2023-03-27 00:16:00,2023-03-27 09:44:00,09:28:00,00:16:00,00:00:00,1,09:12:00,07:37:08,97.2,94.2,06:20:49,05:32:42,02:29:11,01:46:27,49.9,52.4,62.3,66.4,47.0,48.9,106,117,68,68,,,,,,,,,
2023-03-28T20:59:59-04:00,"Monday, Mar 27, 2023","Tuesday, Mar 28, 2023",2023-03-28 02:45:00,2023-03-28 10:00:00,07:15:00,00:07:00,00:00:00,1,07:08:00,07:39:08,98.4,95.1,04:50:35,05:26:12,01:31:43,01:43:00,48.9,52.0,74.4,68.9,51.0,48.9,100,116,79,68,,,,,,,,,
2023-03-29T20:59:59-04:00,"Tuesday, Mar 28, 2023","Wednesday, Mar 29, 2023",2023-03-29 01:32:00,2023-03-29 09:55:00,08:23:00,00:05:00,00:00:00,1,08:18:00,07:35:42,99.0,95.7,05:44:32,05:23:51,02:20:04,01:47:39,49.5,52.0,65.3,70.2,46.0,48.4,150,114,98,68,,,,,,,,,
2023-03-30T20:59:59-04:00,"Wednesday, Mar 29, 2023","Thursday, Mar 30, 2023",2023-03-30 01:55:00,2023-03-30 08:15:00,06:20:00,00:12:00,00:00:00,1,06:08:00,07:24:00,96.8,95.3,05:16:59,05:23:47,02:33:20,01:54:34,51.4,52.6,66.1,68.9,49.0,48.9,73,106,71,68,,,,,,,,,
2023-03-31T20:59:59-04:00,"Thursday, Mar 30, 2023","Friday, Mar 31, 2023",2023-03-31 00:31:00,2023-03-31 09:10:00,08:39:00,01:15:00,00:00:00,1,07:24:00,07:17:25,85.5,94.0,05:31:46,05:14:28,02:38:34,01:50:07,51.8,52.5,64.7,68.6,47.0,48.7,91,108,60,68,,,,,,,,,
2023-04-01T20:59:59-04:00,"Friday, Mar 31, 2023","Saturday, Apr 1, 2023",2023-04-01 02:44:00,2023-04-01 10:25:00,07:41:00,00:17:00,00:00:00,1,07:24:00,07:36:17,96.3,95.5,05:05:42,05:27:39,00:45:56,01:45:32,59.7,53.9,66.2,68.7,50.0,49.1,79,97,68,71,,,,,,,,,
2023-04-02T20:59:59-04:00,"Saturday, Apr 1, 2023","Sunday, Apr 2, 2023",2023-04-02 04:54:00,2023-04-02 11:28:00,06:34:00,00:16:00,00:00:00,1,06:18:00,07:24:34,95.9,95.6,04:25:14,05:19:23,00:15:07,01:47:42,66.5,54.0,78.2,68.2,57.0,49.6,59,94,37,69,,,,,,,,,
2023-04-03T20:59:59-04:00,"Sunday, Apr 2, 2023","Monday, Apr 3, 2023",2023-04-03 01:12:00,2023-04-03 10:45:00,09:33:00,00:15:00,00:00:00,1,09:18:00,07:25:25,97.4,95.6,06:20:26,05:19:19,02:45:54,01:50:05,48.4,53.8,72.3,69.6,48.0,49.7,109,94,79,70,,,,,,,,,
2023-04-04T20:59:59-04:00,"Monday, Apr 3, 2023","Tuesday, Apr 4, 2023",2023-04-04 00:46:00,2023-04-04 08:57:00,08:11:00,00:34:00,00:00:00,1,07:37:00,07:29:34,93.1,94.9,05:42:40,05:26:46,03:02:48,02:03:06,51.5,54.1,67.2,68.6,49.0,49.4,73,90,67,69,,,,,,,,,
2023-04-05T20:59:59-04:00,"Tuesday, Apr 4, 2023","Wednesday, Apr 5, 2023",2023-04-05 00:30:00,2023-04-05 10:04:00,09:34:00,01:38:00,00:00:00,1,07:56:00,07:26:25,82.9,92.6,06:03:33,05:29:29,03:34:58,02:13:48,49.5,54.1,,,47.0,49.6,118,86,81,66,,,,,,,,,
2023-04-07T20:59:59-04:00,"Thursday, Apr 6, 2023","Friday, Apr 7, 2023",2023-04-07 01:00:00,2023-04-07 09:49:00,08:49:00,00:26:00,00:00:00,1,08:23:00,07:45:42,95.1,92.3,06:00:17,05:35:40,03:18:09,02:20:12,53.5,54.4,70.2,71.0,44.0,48.9,107,91,54,64,,,,,,,,,
2023-04-08T20:59:59-04:00,"Friday, Apr 7, 2023","Saturday, Apr 8, 2023",2023-04-08 00:08:00,2023-04-08 10:02:00,09:54:00,01:14:00,00:00:00,1,08:40:00,07:56:34,87.5,92.6,07:05:02,05:48:59,03:49:25,02:30:19,50.0,54.1,68.1,71.5,48.8,49.1,102,92,55,63,,,,,,,,,
2023-04-09T20:59:59-04:00,"Saturday, Apr 8, 2023","Sunday, Apr 9, 2023",2023-04-08 23:45:00,2023-04-09 12:00:00,12:15:00,01:59:00,00:00:00,1,10:16:00,08:21:08,83.8,90.8,07:37:29,06:10:40,04:00:23,02:58:06,50.6,52.8,59.5,70.6,52.0,49.4,144,102,89,66,,,,,,,,,
2023-04-10T20:59:59-04:00,"Sunday, Apr 9, 2023","Monday, Apr 10, 2023",2023-04-10 00:23:00,2023-04-10 10:31:00,10:08:00,00:38:00,00:00:00,1,09:30:00,08:48:34,93.8,90.5,07:09:27,06:34:08,02:22:30,03:16:18,50.9,50.6,61.7,68.2,47.0,48.0,110,109,66,70,,,,,,,,,
2023-04-11T20:59:59-04:00,"Monday, Apr 10, 2023","Tuesday, Apr 11, 2023",2023-04-11 02:09:00,2023-04-11 07:58:00,05:49:00,00:01:00,00:00:00,1,05:48:00,08:18:34,99.7,90.8,04:11:36,06:15:43,01:30:47,03:05:34,48.1,50.6,62.2,66.8,45.0,47.5,70,103,54,67,,,,,,,,,
2023-04-12T20:59:59-04:00,"Tuesday, Apr 11, 2023","Wednesday, Apr 12, 2023",2023-04-12 00:43:00,2023-04-12 08:35:00,07:52:00,00:04:00,00:00:00,1,07:48:00,08:20:08,99.2,91.7,05:34:10,06:14:30,01:49:12,02:55:03,56.0,51.2,61.4,65.9,50.0,47.7,81,105,69,67,,,,,,,,,
2023-04-13T20:59:59-04:00,"Wednesday, Apr 12, 2023","Thursday, Apr 13, 2023",2023-04-13 01:01:00,2023-04-13 07:59:00,06:58:00,00:18:00,00:00:00,1,06:40:00,08:09:17,95.7,93.5,04:33:10,06:01:36,01:16:55,02:35:20,53.3,51.7,73.4,65.2,48.0,47.8,122,105,91,68,,,,,,,,,
2023-04-14T20:59:59-04:00,"Thursday, Apr 13, 2023","Friday, Apr 14, 2023",2023-04-14 00:16:00,2023-04-14 07:27:00,07:11:00,00:00:00,00:00:00,1,07:11:00,07:59:00,100.0,94.2,04:47:02,05:51:08,01:29:10,02:19:46,58.9,52.5,75.7,66.0,47.0,48.3,76,101,60,69,,,,,,,,,
2023-04-15T20:59:59-04:00,"Friday, Apr 14, 2023","Saturday, Apr 15, 2023",2023-04-15 00:45:00,2023-04-15 08:55:00,08:10:00,00:31:00,00:00:00,1,07:39:00,07:50:17,93.7,95.1,05:09:18,05:34:36,01:34:58,02:00:33,58.8,53.8,71.0,66.4,50.0,48.4,86,99,67,71,,,,,,,,,
2023-04-16T20:59:59-04:00,"Saturday, Apr 15, 2023","Sunday, Apr 16, 2023",2023-04-16 00:26:00,2023-04-16 09:05:00,08:39:00,00:49:00,00:00:00,1,07:50:00,07:29:25,90.6,96.1,05:43:49,05:18:22,01:28:08,01:38:48,55.8,54.5,77.7,69.0,48.0,47.9,91,91,56,66,,,,,,,,,
2023-04-17T20:59:59-04:00,"Sunday, Apr 16, 2023","Monday, Apr 17, 2023",2023-04-17 00:45:00,2023-04-17 09:01:00,08:16:00,00:17:00,00:00:00,1,07:59:00,07:16:25,96.6,96.5,05:04:48,05:00:33,01:03:52,01:27:34,55.2,55.1,61.0,68.9,48.0,48.0,72,86,64,66,,,,,,,,,
2023-04-18T20:59:59-04:00,"Monday, Apr 17, 2023","Tuesday, Apr 18, 2023",2023-04-18 00:58:00,2023-04-18 08:17:00,07:19:00,00:43:00,00:00:00,1,06:36:00,07:23:17,90.2,95.1,05:18:40,05:10:08,02:32:18,01:36:21,52.2,55.7,71.0,70.2,48.0,48.4,132,94,85,70,,,,,,,,,
2023-04-19T20:59:59-04:00,"Tuesday, Apr 18, 2023","Wednesday, Apr 19, 2023",2023-04-19 01:00:00,2023-04-19 08:10:00,07:10:00,00:23:00,00:00:00,1,06:47:00,07:14:34,94.7,94.5,04:57:53,05:04:57,02:20:53,01:40:53,48.2,54.6,59.1,69.9,49.0,48.3,88,95,69,70,,,,,,,,,
2023-04-20T20:59:59-04:00,"Wednesday, Apr 19, 2023","Thursday, Apr 20, 2023",2023-04-20 00:00:00,2023-04-20 08:56:00,08:56:00,00:11:00,00:00:00,1,08:45:00,07:32:25,97.9,94.8,06:58:48,05:25:45,02:49:51,01:54:10,50.6,54.2,74.8,70.0,57.0,49.6,79,89,73,68,,,,,,,,,
2023-04-21T20:59:59-04:00,"Thursday, Apr 20, 2023","Friday, Apr 21, 2023",2023-04-21 00:07:00,2023-04-21 08:44:00,08:37:00,00:51:00,00:00:00,1,07:46:00,07:37:25,90.1,93.4,04:52:16,05:26:30,02:50:52,02:05:50,54.6,53.6,70.6,69.3,53.0,50.4,93,92,80,71,,,,,,,,,
2023-04-22T20:59:59-04:00,"Friday, Apr 21, 2023","Saturday, Apr 22, 2023",2023-04-22 02:31:00,2023-04-22 09:30:00,06:59:00,00:02:00,00:00:00,1,06:57:00,07:31:25,99.5,94.2,04:48:40,05:23:33,02:03:33,02:09:55,55.8,53.2,67.8,68.9,49.0,50.3,75,90,57,69,,,,,,,,,
2023-04-23T20:59:59-04:00,"Saturday, Apr 22, 2023","Sunday, Apr 23, 2023",2023-04-23 02:48:00,2023-04-23 09:59:00,07:11:00,00:05:00,00:00:00,1,07:06:00,07:25:08,98.8,95.4,05:17:25,05:19:47,00:16:23,01:59:40,67.1,54.8,78.3,68.9,58.0,51.7,66,87,18,64,,,,,,,,,
2023-04-24T20:59:59-04:00,"Sunday, Apr 23, 2023","Monday, Apr 24, 2023",2023-04-24 00:00:00,2023-04-24 07:24:00,07:24:00,00:00:00,00:00:00,1,07:24:00,07:20:08,100.0,95.9,05:23:51,05:22:30,02:17:48,02:10:14,52.5,54.4,68.3,70.0,45.0,51.3,58,85,50,62,,,,,,,,,
2023-04-25T20:59:59-04:00,"Monday, Apr 24, 2023","Tuesday, Apr 25, 2023",2023-04-25 05:11:00,2023-04-25 09:33:00,04:22:00,00:00:00,00:00:00,1,04:22:00,07:01:00,100.0,97.3,03:33:27,05:07:28,01:47:53,02:03:53,58.3,55.3,84.4,71.9,53.0,52.0,55,74,31,54,,,,,,,,,
2023-04-26T20:59:59-04:00,"Tuesday, Apr 25, 2023","Wednesday, Apr 26, 2023",2023-04-26 00:12:00,2023-04-26 09:00:00,08:48:00,00:10:00,00:00:00,1,08:38:00,07:16:51,98.1,97.8,06:56:49,05:24:28,03:39:45,02:15:09,54.2,56.1,75.4,74.2,47.0,51.7,62,70,48,51,,,,,,,,,
2023-04-27T20:59:59-04:00,"Wednesday, Apr 26, 2023","Thursday, Apr 27, 2023",2023-04-27 00:45:00,2023-04-27 07:56:00,07:11:00,01:38:00,00:00:00,1,05:33:00,06:49:25,77.3,94.8,04:39:50,05:04:37,02:54:26,02:15:48,51.4,56.3,77.1,74.6,44.0,49.9,110,74,62,50,,,,,,,,,
2023-04-28T20:59:59-04:00,"Thursday, Apr 27, 2023","Friday, Apr 28, 2023",2023-04-28 00:00:00,2023-04-28 09:39:00,09:39:00,00:03:00,00:00:00,1,09:36:00,07:05:08,99.5,96.2,07:36:02,05:28:01,03:53:31,02:24:45,49.2,55.5,55.8,72.5,48.0,49.1,126,79,81,50,,,,,,,,,
2023-04-29T20:59:59-04:00,"Friday, Apr 28, 2023","Saturday, Apr 29, 2023",2023-04-29 00:00:00,2023-04-29 10:51:00,10:51:00,00:27:00,00:00:00,1,10:24:00,07:34:42,95.9,95.6,08:18:25,05:57:59,03:07:12,02:33:51,48.6,54.5,81.8,74.5,49.0,49.1,78,79,70,52,,,,,,,,,
2023-04-30T20:59:59-04:00,"Saturday, Apr 29, 2023","Sunday, Apr 30, 2023",2023-04-30 02:30:00,2023-04-30 10:34:00,08:04:00,00:09:00,00:00:00,1,07:55:00,07:41:42,98.1,95.5,05:19:37,05:58:17,01:19:10,02:42:49,69.0,54.7,82.6,75.1,59.0,49.3,50,77,28,53,,,,,,,,,
2023-05-01T20:59:59-04:00,"Sunday, Apr 30, 2023","Monday, May 1, 2023",2023-05-01 00:45:00,2023-05-01 10:45:00,10:00:00,02:03:00,00:00:00,1,07:57:00,07:46:25,79.5,92.6,05:55:14,06:02:47,02:43:58,02:46:33,51.7,54.6,66.2,74.8,61.0,51.6,86,81,70,56,,,,,,,,,
2023-05-02T20:59:59-04:00,"Monday, May 1, 2023","Tuesday, May 2, 2023",2023-05-02 01:00:00,2023-05-02 09:57:00,08:57:00,00:40:00,00:00:00,1,08:17:00,08:20:00,92.6,91.6,06:25:23,06:27:20,02:56:21,02:56:20,52.0,53.7,64.6,72.0,48.0,50.9,83,85,57,59,,,,,,,,,
2023-05-03T20:59:59-04:00,"Tuesday, May 2, 2023","Wednesday, May 3, 2023",2023-05-03 01:01:00,2023-05-03 08:55:00,07:54:00,01:05:00,00:00:00,1,06:49:00,08:04:25,86.3,89.9,05:07:23,06:11:42,03:32:41,02:55:19,49.1,53.0,57.0,69.3,47.0,50.9,276,116,143,73,,,,,,,,,
2023-05-04T20:59:59-04:00,"Wednesday, May 3, 2023","Thursday, May 4, 2023",2023-05-04 01:01:00,2023-05-04 09:16:00,08:15:00,00:53:00,00:00:00,1,07:22:00,08:20:00,89.3,91.6,05:36:40,06:19:49,01:18:56,02:41:41,52.2,53.1,77.4,69.4,50.0,51.7,237,134,124,82,,,,,,,,,
2023-05-05T20:59:59-04:00,"Thursday, May 4, 2023","Friday, May 5, 2023",2023-05-05 10:30:00,2023-05-05 13:17:00,02:47:00,00:04:00,00:00:00,1,02:43:00,07:21:00,97.6,91.3,01:46:24,05:29:52,00:32:36,02:12:59,58.0,54.4,78.0,72.5,54.0,52.6,48,123,35,75,,,,,,,,,
2023-05-06T20:59:59-04:00,"Friday, May 5, 2023","Saturday, May 6, 2023",2023-05-05 22:44:00,2023-05-06 07:20:00,08:36:00,02:06:00,00:00:00,1,06:30:00,06:47:34,75.6,88.4,03:37:06,04:49:41,00:48:45,01:53:12,63.8,56.5,,,53.0,53.1,73,122,45,72,,,,,,,,,
2023-05-08T20:59:59-04:00,"Sunday, May 7, 2023","Monday, May 8, 2023",2023-05-07 22:38:00,2023-05-08 04:15:00,05:37:00,00:08:00,00:00:00,1,05:29:00,06:26:42,97.6,88.3,04:48:11,04:45:12,03:14:25,02:09:40,51.3,54.0,82.4,71.5,45.0,51.1,73,125,62,77,,,,,,,,,
2023-05-09T20:59:59-04:00,"Monday, May 8, 2023","Tuesday, May 9, 2023",2023-05-08 17:49:00,2023-05-09 00:44:00,06:55:00,01:26:00,00:00:00,1,05:29:00,06:05:34,79.3,88.3,04:22:59,04:32:01,02:11:36,02:05:02,55.2,54.5,,,38.0,47.9,109,129,109,82,,,,,,,,,
2023-05-11T20:59:59-04:00,"Wednesday, May 10, 2023","Thursday, May 11, 2023",2023-05-10 19:21:00,2023-05-11 03:51:00,08:30:00,00:27:00,00:00:00,1,08:03:00,06:03:34,94.7,88.6,05:33:01,04:24:32,00:00:00,01:39:51,57.4,55.3,71.2,70.9,56.0,49.0,71,127,71,84,,,,,,,,,
2023-05-12T20:59:59-04:00,"Thursday, May 11, 2023","Friday, May 12, 2023",2023-05-11 23:29:00,2023-05-12 03:46:00,04:17:00,00:26:00,00:00:00,1,03:51:00,05:38:08,89.9,89.1,03:03:56,04:06:54,00:00:00,01:09:28,78.8,59.5,78.9,74.1,60.0,50.9,25,91,22,67,,,,,,,,,
2023-05-13T20:59:59-04:00,"Friday, May 12, 2023","Saturday, May 13, 2023",2023-05-12 20:01:00,2023-05-13 03:32:00,07:31:00,00:47:00,00:00:00,1,06:44:00,05:32:42,89.6,89.2,05:08:12,04:02:50,03:06:28,01:24:50,54.4,59.8,76.1,73.9,50.0,50.9,78,68,78,60,,,,,,,,,
2023-05-14T20:59:59-04:00,"Saturday, May 13, 2023","Sunday, May 14, 2023",2023-05-14 00:39:00,2023-05-14 06:30:00,05:51:00,01:09:00,00:00:00,1,04:42:00,05:49:42,80.3,86.7,02:48:08,04:11:39,00:29:41,01:24:25,69.8,61.5,76.3,73.6,58.0,51.4,69,71,45,62,,,,,,,,,
2023-05-15T20:59:59-04:00,"Sunday, May 14, 2023","Monday, May 15, 2023",2023-05-14 19:59:00,2023-05-15 04:58:00,08:59:00,00:07:00,00:00:00,1,08:52:00,06:10:00,98.7,90.0,06:42:40,04:38:10,02:25:05,01:38:10,59.9,61.0,75.8,73.7,53.0,51.4,52,68,50,63,,,,,,,,,
2023-05-16T20:59:59-04:00,"Monday, May 15, 2023","Tuesday, May 16, 2023",2023-05-15 20:30:00,2023-05-16 03:43:00,07:13:00,00:29:00,00:00:00,1,06:44:00,06:20:42,93.3,89.4,05:17:45,04:42:23,02:59:33,01:36:03,58.7,62.0,68.6,71.8,52.0,52.4,61,67,61,62,,,,,,,,,
2023-05-17T20:59:59-04:00,"Tuesday, May 16, 2023","Wednesday, May 17, 2023",2023-05-16 18:15:00,2023-05-17 00:33:00,06:18:01,00:52:01,00:00:00,2,05:26:00,06:20:17,86.2,90.4,04:17:22,04:41:35,01:28:55,01:29:57,63.3,63.2,77.4,74.9,52.0,54.4,78,62,78,58,,,,,,,,,
2023-05-18T20:59:59-04:00,"Wednesday, May 17, 2023","Thursday, May 18, 2023",2023-05-17 23:01:00,2023-05-18 04:33:00,05:32:00,00:00:00,00:00:00,1,05:32:00,05:58:42,100.0,91.2,03:36:02,04:24:52,00:30:11,01:34:16,68.7,64.8,69.9,74.7,59.0,54.9,39,58,36,53,,,,,,,,,
2023-05-19T20:59:59-04:00,"Thursday, May 18, 2023","Friday, May 19, 2023",2023-05-18 19:30:00,2023-05-19 02:34:00,07:04:00,00:18:00,00:00:00,1,06:46:00,06:23:42,95.8,92.0,03:58:22,04:32:39,01:33:42,01:47:39,55.3,61.4,,,49.0,53.3,235,87,67,59,,,,,,,,,
2023-05-21T20:59:59-04:00,"Saturday, May 20, 2023","Sunday, May 21, 2023",2023-05-20 20:47:00,2023-05-21 01:26:00,04:39:00,00:02:00,00:00:00,1,04:37:00,06:05:34,99.3,93.4,03:12:40,04:16:08,01:43:52,01:35:51,59.6,62.2,80.9,76.4,49.0,53.1,81,88,81,60,,,,,,,,,
2023-05-22T20:59:59-04:00,"Sunday, May 21, 2023","Monday, May 22, 2023",2023-05-21 18:28:00,2023-05-22 02:50:00,08:22:00,03:22:00,00:00:00,1,05:00:00,06:08:08,59.8,90.4,03:27:15,04:21:44,02:00:00,01:48:45,61.8,61.0,73.9,76.0,51.9,52.3,90,91,62,62,,,,,,,,,
2023-05-23T20:59:59-04:00,"Monday, May 22, 2023","Tuesday, May 23, 2023",2023-05-22 23:40:00,2023-05-23 05:31:00,06:42:00,01:00:00,00:00:00,2,05:42:00,05:41:00,82.9,88.2,03:49:49,03:57:02,00:00:00,01:28:01,75.8,63.3,76.8,76.2,66.0,54.1,29,88,21,58,,,,,,,,,
2023-05-24T20:59:59-04:00,"Tuesday, May 23, 2023","Wednesday, May 24, 2023",2023-05-23 20:30:00,2023-05-24 03:21:00,06:51:00,01:18:00,00:00:00,1,05:33:00,05:30:51,81.0,86.4,03:54:48,03:45:11,02:16:14,01:21:50,60.9,63.6,85.1,78.5,54.0,54.4,62,88,60,58,,,,,,,,,
2023-05-25T20:59:59-04:00,"Wednesday, May 24, 2023","Thursday, May 25, 2023",2023-05-24 20:15:00,2023-05-25 02:50:00,06:35:00,00:22:00,00:00:00,1,06:13:00,05:37:34,94.4,87.6,04:09:47,03:44:06,02:04:20,01:26:54,67.5,64.2,89.9,80.3,68.0,56.7,159,99,74,57,,,,,,,,,
2023-05-26T20:59:59-04:00,"Thursday, May 25, 2023","Friday, May 26, 2023",2023-05-25 22:20:00,2023-05-26 04:03:00,05:43:00,00:59:00,00:00:00,1,04:44:00,05:30:42,82.8,85.1,04:25:29,03:51:10,03:37:11,01:53:37,70.7,64.5,72.7,80.7,60.0,56.8,61,103,37,57,,,,,,,,,
2023-05-27T20:59:59-04:00,"Friday, May 26, 2023","Saturday, May 27, 2023",2023-05-26 22:36:00,2023-05-27 04:49:00,06:13:00,00:42:00,00:00:00,1,05:31:00,05:20:00,88.7,84.1,04:01:14,03:51:35,00:49:39,01:47:19,68.5,66.4,,,58.0,58.1,40,75,35,53,,,,,,,,,
2023-05-29T20:59:59-04:00,"Sunday, May 28, 2023","Monday, May 29, 2023",2023-05-28 19:31:00,2023-05-29 02:14:00,06:43:00,01:05:00,00:00:00,1,05:38:00,05:28:42,83.9,81.9,04:28:36,04:02:26,01:47:33,01:47:51,68.0,67.6,85.0,83.3,59.0,59.6,,,,,,,,,,,,,
2023-05-30T20:59:59-04:00,"Monday, May 29, 2023","Tuesday, May 30, 2023",2023-05-29 19:45:00,2023-05-30 03:16:00,07:31:00,00:31:00,00:00:00,1,07:00:00,05:45:51,93.1,86.7,04:58:39,04:15:29,03:00:00,01:56:25,60.6,67.4,65.7,82.1,51.0,59.4,58,71,51,49,,,,,,,,,
2023-05-31T20:59:59-04:00,"Tuesday, May 30, 2023","Wednesday, May 31, 2023",2023-05-30 19:26:00,2023-05-31 02:09:00,08:11:00,00:28:00,00:00:00,2,07:43:00,06:03:08,93.1,88.1,06:02:09,04:34:23,01:21:31,02:08:04,56.5,64.7,72.3,81.5,48.0,56.9,190,86,190,67,,,,,,,,,
2023-06-01T20:59:59-04:00,"Wednesday, May 31, 2023","Thursday, Jun 1, 2023",2023-05-31 20:57:00,2023-06-01 02:59:00,06:29:00,00:05:00,00:00:00,2,06:24:00,06:10:25,98.6,90.7,04:16:07,04:37:26,00:46:34,01:55:15,66.6,65.5,77.5,80.4,54.5,56.9,70,92,69,74,,,,,,,,,
2023-06-02T20:59:59-04:00,"Thursday, Jun 1, 2023","Friday, Jun 2, 2023",2023-06-01 23:00:00,2023-06-02 02:59:00,03:59:00,00:00:00,00:00:00,1,03:59:00,05:51:17,100.0,91.5,02:56:29,04:26:58,00:00:00,01:37:29,81.1,67.4,83.0,79.4,68.0,56.9,43,89,24,69,,,,,,,,,
2023-06-03T20:59:59-04:00,"Friday, Jun 2, 2023","Saturday, Jun 3, 2023",2023-06-02 21:04:00,2023-06-03 03:50:00,06:46:00,00:04:00,00:00:00,1,06:42:00,06:08:08,99.0,93.8,04:36:31,04:28:32,01:01:51,01:15:18,69.3,67.2,79.8,80.4,62.0,57.2,64,75,52,65,,,,,,,,,
2023-06-04T20:59:59-04:00,"Saturday, Jun 3, 2023","Sunday, Jun 4, 2023",2023-06-03 23:36:00,2023-06-04 05:32:00,07:41:00,00:48:00,00:00:00,2,06:53:00,06:19:51,89.9,93.9,04:43:09,04:34:31,00:16:51,01:10:37,80.1,68.9,85.6,78.4,67.0,58.5,86,79,42,66,,,,,,,,,
2023-06-05T20:59:59-04:00,"Sunday, Jun 4, 2023","Monday, Jun 5, 2023",2023-06-05 00:17:00,2023-06-05 02:28:00,02:11:00,01:41:00,00:00:00,1,00:30:00,05:35:51,22.9,85.2,00:14:06,03:58:10,00:00:00,00:55:15,60.4,67.8,74.9,77.0,54.0,57.8,63,82,61,70,,,,,,,,,
2023-06-06T20:59:59-04:00,"Monday, Jun 5, 2023","Tuesday, Jun 6, 2023",2023-06-05 20:54:00,2023-06-06 05:46:00,08:52:00,00:54:00,00:00:00,1,07:58:00,05:44:08,89.8,84.8,06:24:23,04:10:25,01:22:25,00:41:18,67.6,68.8,70.6,77.7,60.0,59.1,138,93,138,82,,,,,,,,,
2023-06-07T20:59:59-04:00,"Tuesday, Jun 6, 2023","Wednesday, Jun 7, 2023",2023-06-06 21:29:00,2023-06-07 06:34:00,09:05:00,00:54:00,00:00:00,1,08:11:00,05:48:08,90.1,84.3,05:09:59,04:02:58,00:00:00,00:29:40,80.7,72.2,86.4,79.7,64.0,61.4,62,75,36,60,,,,,,,,,
2023-06-08T20:59:59-04:00,"Wednesday, Jun 7, 2023","Thursday, Jun 8, 2023",2023-06-07 22:43:00,2023-06-08 05:14:00,06:31:00,00:23:00,00:00:00,1,06:08:00,05:45:51,94.1,83.7,04:46:13,04:07:16,00:46:00,00:29:35,77.5,73.8,,,60.0,62.1,72,75,42,56,,,,,,,,,
