ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,apnea,tags,notes
2023-06-10T20:59:59-04:00,"Friday, Jun 9, 2023","Saturday, Jun 10, 2023",2023-06-09 19:45:00,2023-06-10 02:40:00,06:55:00,00:00:00,00:00:00,1,06:55:00,06:11:00,100.0,83.7,04:39:36,04:21:59,00:00:00,00:29:35,71.7,72.5,91.5,80.5,,,73,80,55,61,,,,,,,,,
2023-06-11T20:59:59-04:00,"Saturday, Jun 10, 2023","Sunday, Jun 11, 2023",2023-06-10 18:30:00,2023-06-11 00:58:00,06:28:00,00:14:00,00:00:00,1,06:14:00,06:07:00,96.4,83.3,05:12:25,04:27:07,02:20:15,00:40:47,55.3,70.5,64.4,78.3,52.0,59.9,75,81,,,,,,,,,,,
2023-06-12T20:59:59-04:00,"Sunday, Jun 11, 2023","Monday, Jun 12, 2023",2023-06-11 19:15:00,2023-06-12 02:00:00,06:45:00,00:32:00,00:00:00,1,06:13:00,06:01:17,92.1,83.6,04:03:53,04:21:31,00:00:00,00:38:22,63.2,68.1,83.0,78.0,60.0,59.6,67,79,67,63,,,,,,,,,
2023-06-13T20:59:59-04:00,"Monday, Jun 12, 2023","Tuesday, Jun 13, 2023",2023-06-12 22:13:00,2023-06-13 01:18:00,05:06:00,00:18:00,00:00:00,2,04:48:00,06:38:08,100.0,94.6,03:27:59,04:49:12,00:00:00,00:38:22,76.0,70.3,98.9,81.4,60.0,58.6,136,89,76,68,,,,,,,,,
2023-06-14T20:59:59-04:00,"Tuesday, Jun 13, 2023","Wednesday, Jun 14, 2023",2023-06-13 18:49:00,2023-06-14 00:07:00,05:18:00,00:18:00,00:00:00,1,05:00:00,06:12:42,94.3,95.3,03:21:15,04:23:03,00:31:35,00:31:07,86.4,73.0,98.3,85.4,78.0,62.0,46,76,,,,,,,,,,,
2023-06-15T20:59:59-04:00,"Wednesday, Jun 14, 2023","Thursday, Jun 15, 2023",2023-06-14 17:00:00,2023-06-15 00:57:00,07:57:00,01:41:00,00:00:00,1,06:16:00,05:56:17,78.8,93.7,03:57:04,04:12:38,00:32:42,00:35:47,83.6,73.4,75.9,83.9,56.0,61.4,39,73,,,,,,,,,,,
2023-06-16T20:59:59-04:00,"Thursday, Jun 15, 2023","Friday, Jun 16, 2023",2023-06-16 17:00:00,2023-06-16 23:57:00,06:57:00,02:05:00,00:00:00,1,04:52:00,05:45:25,70.0,90.2,03:02:12,03:57:46,00:00:00,00:29:13,73.2,72.8,,,68.0,62.0,99,76,60,68,,,,,,,,,
2023-06-19T20:59:59-04:00,"Sunday, Jun 18, 2023","Monday, Jun 19, 2023",2023-06-18 18:30:00,2023-06-19 04:40:00,10:10:00,00:30:00,00:00:00,1,09:40:00,06:09:00,95.1,89.5,06:39:24,04:14:53,02:17:22,00:48:50,72.7,72.9,87.1,85.6,69.0,63.3,104,81,104,63,,,,,,,,,
2023-06-20T20:59:59-04:00,"Monday, Jun 19, 2023","Tuesday, Jun 20, 2023",2023-06-19 22:00:00,2023-06-20 05:01:00,07:01:00,00:09:00,00:00:00,1,06:52:00,06:14:25,97.9,89.7,04:55:12,04:12:25,00:15:16,00:30:59,81.7,76.7,89.4,89.2,65.0,65.1,69,80,41,64,,,,,,,,,
2023-06-21T20:59:59-04:00,"Tuesday, Jun 20, 2023","Wednesday, Jun 21, 2023",2023-06-20 17:30:00,2023-06-21 01:12:00,07:42:00,00:00:00,00:00:00,1,07:42:00,06:27:08,100.0,90.9,06:32:32,04:33:40,03:04:48,00:57:23,60.9,76.4,80.1,88.8,58.0,64.9,48,77,48,65,,,,,,,,,
2023-06-22T20:59:59-04:00,"Wednesday, Jun 21, 2023","Thursday, Jun 22, 2023",2023-06-21 16:45:00,2023-06-22 02:30:00,09:45:00,03:02:00,00:00:00,1,06:43:00,06:43:34,68.9,86.4,04:49:00,04:45:14,00:44:47,01:03:47,65.0,74.8,88.3,87.2,62.0,65.1,91,71,91,70,,,,,,,,,
2023-06-23T20:59:59-04:00,"Thursday, Jun 22, 2023","Friday, Jun 23, 2023",2023-06-22 19:00:00,2023-06-23 03:30:00,08:30:00,00:23:00,00:00:00,1,08:07:00,07:10:17,95.5,86.6,06:31:32,05:12:25,02:16:58,01:18:50,64.3,71.6,,,58.0,62.3,64,73,56,68,,,,,,,,,
2023-06-25T20:59:59-04:00,"Saturday, Jun 24, 2023","Sunday, Jun 25, 2023",2023-06-24 23:19:00,2023-06-25 05:32:00,06:13:00,00:00:00,00:00:00,1,06:13:00,07:09:51,100.0,89.6,04:55:43,05:20:48,00:14:55,01:16:18,78.0,70.9,69.8,83.9,59.0,62.7,27,72,18,60,,,,,,,,,
2023-06-26T20:59:59-04:00,"Sunday, Jun 25, 2023","Monday, Jun 26, 2023",2023-06-25 19:39:00,2023-06-26 04:13:00,08:34:00,00:26:00,00:00:00,1,08:08:00,07:37:51,94.9,93.2,06:40:50,05:52:02,02:02:00,01:33:43,61.6,69.2,64.5,80.0,58.0,61.3,63,66,63,60,,,,,,,,,
2023-06-27T20:59:59-04:00,"Monday, Jun 26, 2023","Tuesday, Jun 27, 2023",2023-06-26 20:45:00,2023-06-27 04:20:00,07:35:00,00:15:00,00:00:00,1,07:20:00,07:17:51,96.7,93.4,05:25:26,05:41:28,00:15:10,01:16:16,63.2,67.8,67.3,77.2,57.0,59.6,67,61,67,55,,,,,,,,,
2023-06-28T20:59:59-04:00,"Tuesday, Jun 27, 2023","Wednesday, Jun 28, 2023",2023-06-27 18:30:00,2023-06-28 02:15:00,07:45:00,00:09:00,00:00:00,1,07:36:00,07:24:08,98.1,93.4,05:38:41,05:47:41,02:16:48,01:33:38,55.4,64.1,52.0,71.8,53.0,57.9,67,61,67,59,,,,,,,,,
2023-06-29T20:59:59-04:00,"Wednesday, Jun 28, 2023","Thursday, Jun 29, 2023",2023-06-28 19:00:00,2023-06-29 01:44:00,06:44:00,00:00:00,00:00:00,1,06:44:00,07:15:51,100.0,93.4,04:19:12,05:28:38,00:00:00,01:07:14,74.9,66.1,63.9,69.5,59.0,58.0,16,56,16,54,,,,,,,,,
2023-06-30T20:59:59-04:00,"Thursday, Jun 29, 2023","Friday, Jun 30, 2023",2023-06-29 17:33:00,2023-06-30 02:39:00,09:06:00,01:34:00,00:00:00,1,07:32:00,07:22:51,82.8,95.4,05:34:07,05:35:04,01:53:00,01:16:58,59.2,65.2,71.7,67.2,56.0,57.1,89,56,70,51,,,,,,,,,
2023-07-01T20:59:59-04:00,"Friday, Jun 30, 2023","Saturday, Jul 1, 2023",2023-06-30 17:30:00,2023-07-01 03:00:00,09:30:00,00:47:00,00:00:00,1,08:43:00,07:28:00,91.8,94.9,06:16:10,05:32:53,00:46:09,01:04:00,71.1,66.2,73.3,66.1,59.0,57.3,86,59,75,54,,,,,,,,,
2023-07-02T20:59:59-04:00,"Saturday, Jul 1, 2023","Sunday, Jul 2, 2023",2023-07-01 17:45:00,2023-07-02 02:24:00,08:39:00,00:23:00,00:00:00,1,08:16:00,07:45:34,95.6,94.3,06:18:28,05:44:42,01:33:00,01:15:09,57.6,63.3,63.7,65.2,55.0,56.7,56,63,52,58,,,,,,,,,
2023-07-03T20:59:59-04:00,"Sunday, Jul 2, 2023","Monday, Jul 3, 2023",2023-07-02 18:30:00,2023-07-03 01:25:00,06:55:00,00:11:00,00:00:00,1,06:44:00,07:33:34,97.3,94.6,05:10:59,05:31:52,00:00:00,00:57:43,70.7,64.6,76.6,66.9,54.0,56.1,87,67,87,62,,,,,,,,,
2023-07-04T20:59:59-04:00,"Monday, Jul 3, 2023","Tuesday, Jul 4, 2023",2023-07-03 22:45:00,2023-07-04 00:15:00,01:30:00,00:00:00,00:00:00,1,01:30:00,06:43:34,100.0,95.1,01:19:52,04:56:47,00:30:00,00:59:51,65.7,64.9,75.0,68.0,59.0,56.4,69,67,48,59,,,,,,,,,
2023-07-05T20:59:59-04:00,"Tuesday, Jul 4, 2023","Wednesday, Jul 5, 2023",2023-07-04 18:24:00,2023-07-05 03:26:00,09:02:00,00:00:00,00:00:00,1,09:02:00,06:55:51,100.0,95.4,06:25:17,05:03:26,00:15:29,00:42:31,71.6,67.2,75.7,71.4,60.0,57.4,64,67,46,56,,,,,,,,,
2023-07-06T20:59:59-04:00,"Wednesday, Jul 5, 2023","Thursday, Jul 6, 2023",2023-07-05 19:01:00,2023-07-06 02:00:00,06:59:00,00:15:00,00:00:00,1,06:44:00,06:55:51,96.4,94.8,05:35:36,05:14:21,03:14:31,01:10:18,59.8,65.1,79.7,73.7,56.0,57.0,65,74,65,63,,,,,,,,,
2023-07-07T20:59:59-04:00,"Thursday, Jul 6, 2023","Friday, Jul 7, 2023",2023-07-06 20:13:00,2023-07-07 04:28:00,08:15:00,00:31:00,00:00:00,1,07:44:00,06:57:34,93.7,96.4,06:23:25,05:21:24,04:00:00,01:28:27,64.9,65.9,62.7,72.4,55.0,56.9,74,72,66,63,,,,,,,,,
2023-07-08T20:59:59-04:00,"Friday, Jul 7, 2023","Saturday, Jul 8, 2023",2023-07-07 18:46:00,2023-07-08 04:51:00,10:05:00,00:00:00,00:00:00,1,10:05:00,07:09:17,100.0,97.6,06:48:02,05:25:57,01:00:30,01:30:30,59.8,64.3,81.8,73.6,57.0,56.6,57,67,55,60,,,,,,,,,
2023-07-09T20:59:59-04:00,"Saturday, Jul 8, 2023","Sunday, Jul 9, 2023",2023-07-08 21:01:00,2023-07-09 04:49:00,07:48:00,00:37:00,00:00:00,1,07:11:00,07:00:00,92.1,97.1,04:44:44,05:12:34,00:31:56,01:21:46,76.0,66.9,78.5,75.7,61.0,57.4,89,72,42,58,,,,,,,,,
2023-07-10T20:59:59-04:00,"Sunday, Jul 9, 2023","Monday, Jul 10, 2023",2023-07-09 16:00:00,2023-07-10 02:35:00,10:35:00,02:11:00,00:00:00,1,08:24:00,07:14:17,79.4,94.5,06:12:17,05:21:19,02:02:11,01:39:13,60.5,65.5,73.7,75.3,54.0,57.4,76,71,76,57,,,,,,,,,
2023-07-11T20:59:59-04:00,"Monday, Jul 10, 2023","Tuesday, Jul 11, 2023",2023-07-10 18:38:00,2023-07-11 03:15:00,08:37:00,00:13:00,00:00:00,1,08:24:00,08:13:25,97.5,94.2,05:56:26,06:00:50,01:16:22,01:45:51,61.8,64.9,75.4,75.3,53.0,56.6,90,74,72,60,,,,,,,,,
2023-07-12T20:59:59-04:00,"Tuesday, Jul 11, 2023","Wednesday, Jul 12, 2023",2023-07-11 19:48:00,2023-07-12 04:00:00,08:12:00,00:58:00,00:00:00,1,07:14:00,07:58:00,88.2,92.5,05:01:58,05:48:55,00:14:58,01:45:46,73.0,65.1,81.6,76.2,59.0,56.4,62,73,54,61,,,,,,,,,
2023-07-13T20:59:59-04:00,"Wednesday, Jul 12, 2023","Thursday, Jul 13, 2023",2023-07-12 19:30:00,2023-07-13 03:54:00,08:24:00,00:00:00,00:00:00,1,08:24:00,08:12:17,100.0,93.0,05:13:06,05:45:42,01:50:15,01:33:44,60.5,65.2,65.8,74.2,67.0,58.0,47,71,45,59,,,,,,,,,
2023-07-14T20:59:59-04:00,"Thursday, Jul 13, 2023","Friday, Jul 14, 2023",2023-07-13 19:28:00,2023-07-14 05:00:00,09:32:00,00:00:00,00:00:00,1,09:32:00,08:27:42,100.0,93.9,07:06:00,05:51:47,03:00:38,01:25:15,56.5,64.0,,,54.0,57.9,99,74,86,61,,,,,,,,,
2023-07-17T20:59:59-04:00,"Sunday, Jul 16, 2023","Monday, Jul 17, 2023",2023-07-16 19:37:00,2023-07-17 04:18:00,08:41:00,00:26:00,00:00:00,1,08:15:00,08:12:00,95.0,93.2,05:53:16,05:43:58,00:00:00,01:16:37,64.9,64.8,71.9,72.2,61.0,58.4,64,75,60,62,,,,,,,,,
2023-07-18T20:59:59-04:00,"Monday, Jul 17, 2023","Tuesday, Jul 18, 2023",2023-07-17 22:45:00,2023-07-18 08:29:00,09:44:00,01:14:00,00:00:00,1,08:30:00,08:23:17,87.3,92.5,06:18:14,05:57:19,02:23:26,01:32:32,69.5,63.8,66.2,70.5,56.0,57.7,77,74,53,64,,,,,,,,,
2023-07-19T20:59:59-04:00,"Tuesday, Jul 18, 2023","Wednesday, Jul 19, 2023",2023-07-19 00:15:00,2023-07-19 08:02:00,07:47:00,01:17:00,00:00:00,1,06:30:00,08:07:00,83.5,93.1,04:48:28,05:45:21,00:45:00,01:21:31,60.1,63.8,72.4,70.3,57.0,58.1,69,73,57,61,,,,,,,,,
2023-07-20T20:59:59-04:00,"Wednesday, Jul 19, 2023","Thursday, Jul 20, 2023",2023-07-20 00:16:00,2023-07-20 07:28:00,07:12:00,00:11:00,00:00:00,1,07:01:00,07:55:08,97.5,93.1,05:04:53,05:37:59,01:02:22,01:19:31,68.5,64.7,75.4,70.3,57.0,58.7,50,67,39,56,,,,,,,,,
2023-07-21T20:59:59-04:00,"Thursday, Jul 20, 2023","Friday, Jul 21, 2023",2023-07-20 22:30:00,2023-07-21 07:20:00,08:50:00,00:30:00,00:00:00,1,08:20:00,08:04:34,94.3,93.9,06:06:46,05:47:15,01:49:22,01:33:00,57.0,62.4,76.8,69.6,56.0,58.3,176,83,90,61,,,,,,,,,
2023-07-22T20:59:59-04:00,"Friday, Jul 21, 2023","Saturday, Jul 22, 2023",2023-07-22 00:58:00,2023-07-22 08:36:00,07:38:00,00:00:00,00:00:00,1,07:38:00,07:58:00,100.0,93.9,05:15:53,05:47:39,01:01:04,01:25:58,66.7,63.3,78.4,71.4,59.0,57.1,90,89,37,60,,,,,,,,,
2023-07-23T20:59:59-04:00,"Saturday, Jul 22, 2023","Sunday, Jul 23, 2023",2023-07-23 01:10:00,2023-07-23 09:04:00,07:54:00,00:13:00,00:00:00,1,07:41:00,07:42:08,97.3,93.6,05:53:42,05:37:19,02:18:18,01:19:56,66.0,64.7,76.4,73.9,66.0,58.9,87,88,48,55,,,,,,,,,
2023-07-24T20:59:59-04:00,"Sunday, Jul 23, 2023","Monday, Jul 24, 2023",2023-07-23 22:45:00,2023-07-24 08:03:00,09:48:00,00:53:00,00:00:00,2,08:55:00,07:47:51,90.5,92.9,07:11:48,05:48:32,03:18:56,01:48:21,60.1,64.0,75.1,74.4,71.0,60.3,56,86,45,53,,,,,,,,,
2023-07-25T20:59:59-04:00,"Monday, Jul 24, 2023","Tuesday, Jul 25, 2023",2023-07-24 23:00:00,2023-07-25 08:09:00,09:09:00,00:57:00,00:00:00,1,08:12:00,07:45:17,89.6,93.2,05:59:13,05:45:49,02:18:22,01:47:37,61.3,62.8,70.4,75.0,57.0,60.4,173,100,99,59,,,,,,,,,
2023-07-26T20:59:59-04:00,"Tuesday, Jul 25, 2023","Wednesday, Jul 26, 2023",2023-07-25 23:38:00,2023-07-26 08:19:00,08:41:00,00:13:00,00:00:00,1,08:28:00,08:02:08,97.5,95.2,06:05:48,05:56:52,01:47:45,01:56:35,61.0,62.9,79.9,76.1,58.0,60.6,56,98,46,58,,,,,,,,,
2023-07-27T20:59:59-04:00,"Wednesday, Jul 26, 2023","Thursday, Jul 27, 2023",2023-07-27 01:59:00,2023-07-27 08:36:00,06:37:00,00:14:00,00:00:00,1,06:23:00,07:56:42,96.5,95.1,04:58:07,05:55:54,00:31:55,01:52:14,78.9,64.4,79.1,76.6,77.0,63.4,61,100,30,57,,,,,,,,,
2023-07-28T20:59:59-04:00,"Thursday, Jul 27, 2023","Friday, Jul 28, 2023",2023-07-28 00:28:00,2023-07-28 08:35:00,08:07:00,00:20:00,00:00:00,1,07:47:00,07:52:00,95.9,95.3,06:15:47,05:57:11,02:35:40,01:58:51,61.8,65.1,,,61.0,64.1,115,91,71,54,,,,,,,,,
2023-07-31T20:59:59-04:00,"Sunday, Jul 30, 2023","Monday, Jul 31, 2023",2023-07-30 23:46:00,2023-07-31 09:03:00,09:17:00,00:14:00,00:00:00,1,09:03:00,08:04:08,97.5,95.0,06:32:35,06:08:09,02:04:07,02:07:51,65.3,64.9,74.7,74.0,49.0,62.7,101,93,85,61,,,,,,,,,
2023-08-01T20:59:59-04:00,"Monday, Jul 31, 2023","Tuesday, Aug 1, 2023",2023-08-01 00:02:00,2023-08-01 10:21:00,10:19:00,00:23:00,00:00:00,1,09:56:00,08:23:25,96.3,94.8,07:31:20,06:22:06,02:48:06,02:12:07,60.5,64.1,63.6,72.2,53.0,60.9,75,91,68,64,,,,,,,,,
2023-08-02T20:59:59-04:00,"Tuesday, Aug 1, 2023","Wednesday, Aug 2, 2023",2023-08-01 23:30:00,2023-08-02 08:30:00,09:00:00,00:20:00,00:00:00,1,08:40:00,08:21:17,96.3,95.7,06:14:24,06:13:53,01:31:46,01:56:48,61.8,64.4,76.9,72.5,52.0,58.1,72,94,56,65,,,,,,,,,
2023-08-03T20:59:59-04:00,"Wednesday, Aug 2, 2023","Thursday, Aug 3, 2023",2023-08-03 01:13:00,2023-08-03 09:06:00,07:53:00,00:24:00,00:00:00,1,07:29:00,08:15:08,94.9,96.4,05:26:32,06:09:13,01:14:50,01:47:44,64.9,64.9,75.1,73.1,58.0,58.3,100,83,56,59,,,,,,,,,
2023-08-04T20:59:59-04:00,"Thursday, Aug 3, 2023","Friday, Aug 4, 2023",2023-08-04 00:38:00,2023-08-04 08:38:00,08:00:00,00:27:00,00:00:00,1,07:33:00,08:07:17,94.4,96.0,05:54:48,06:07:39,03:54:19,02:05:49,58.1,64.5,85.0,73.9,53.0,57.6,60,84,49,59,,,,,,,,,
2023-08-05T20:59:59-04:00,"Friday, Aug 4, 2023","Saturday, Aug 5, 2023",2023-08-05 01:19:00,2023-08-05 09:39:00,08:20:00,00:05:00,00:00:00,1,08:15:00,08:23:17,99.0,96.3,06:02:58,06:16:55,02:23:43,02:21:47,61.0,61.9,,,54.0,54.3,74,86,56,63,,,,,,,,,
2023-08-08T20:59:59-04:00,"Monday, Aug 7, 2023","Tuesday, Aug 8, 2023",2023-08-07 23:46:00,2023-08-08 09:00:00,09:14:00,01:32:00,00:00:00,1,07:42:00,08:22:34,83.4,94.5,05:26:09,06:09:49,01:59:14,02:16:35,66.1,62.5,69.2,74.2,61.0,54.3,79,80,65,62,,,,,,,,,
2023-08-09T20:59:59-04:00,"Tuesday, Aug 8, 2023","Wednesday, Aug 9, 2023",2023-08-08 23:15:00,2023-08-09 08:32:00,09:17:00,00:17:00,00:00:00,1,09:00:00,08:22:08,96.9,94.5,06:29:13,06:09:21,02:18:51,02:18:41,67.7,62.9,74.8,74.2,59.0,55.7,72,76,52,57,,,,,,,,,
2023-08-10T20:59:59-04:00,"Wednesday, Aug 9, 2023","Thursday, Aug 10, 2023",2023-08-09 23:16:00,2023-08-10 07:59:00,08:43:00,00:59:00,00:00:00,1,07:44:00,08:03:17,88.7,93.4,05:26:41,05:51:32,01:01:52,02:03:30,67.5,63.9,68.1,74.9,54.0,55.9,97,79,69,57,,,,,,,,,
2023-08-11T20:59:59-04:00,"Thursday, Aug 10, 2023","Friday, Aug 11, 2023",2023-08-10 23:11:00,2023-08-11 07:42:00,08:31:00,00:00:00,00:00:00,1,08:31:00,08:02:00,100.0,93.9,06:02:35,05:49:51,01:15:09,02:01:08,66.1,64.5,90.1,76.8,51.0,55.7,113,85,82,61,,,,,,,,,
2023-08-12T20:59:59-04:00,"Friday, Aug 11, 2023","Saturday, Aug 12, 2023",2023-08-12 00:59:00,2023-08-12 10:18:00,09:19:00,00:23:00,00:00:00,1,08:56:00,08:14:25,95.9,94.0,06:15:21,05:56:49,03:03:46,02:16:42,64.0,64.4,77.1,77.0,,,66,80,44,59,,,,,,,,,
2023-08-13T20:59:59-04:00,"Saturday, Aug 12, 2023","Sunday, Aug 13, 2023",2023-08-13 01:35:00,2023-08-13 10:30:00,08:55:00,00:04:00,00:00:00,1,08:51:00,08:25:34,99.3,94.7,06:57:59,06:05:51,01:33:42,01:56:36,72.7,66.4,79.3,76.2,65.0,56.7,75,82,39,58,,,,,,,,,
2023-08-14T20:59:59-04:00,"Sunday, Aug 13, 2023","Monday, Aug 14, 2023",2023-08-13 23:16:00,2023-08-14 08:48:00,11:32:00,02:37:00,00:00:00,2,08:55:00,08:31:17,80.4,92.1,06:28:19,06:09:28,02:17:40,01:55:44,52.1,65.2,62.7,74.5,49.0,56.1,285,112,149,71,,,,,,,,,
2023-08-15T20:59:59-04:00,"Monday, Aug 14, 2023","Tuesday, Aug 15, 2023",2023-08-14 23:00:00,2023-08-15 07:43:00,08:43:00,00:56:00,00:00:00,1,07:47:00,08:32:00,89.3,92.9,04:52:48,06:04:42,01:00:15,01:47:19,60.4,64.4,64.9,73.9,49.0,55.4,205,130,101,77,,,,,,,,,
2023-08-16T20:59:59-04:00,"Tuesday, Aug 15, 2023","Wednesday, Aug 16, 2023",2023-08-15 23:21:00,2023-08-16 07:57:00,08:36:00,00:08:00,00:00:00,1,08:28:00,08:27:25,98.4,93.1,06:10:16,06:02:00,02:44:21,01:50:57,51.8,62.1,74.2,73.8,49.0,53.7,113,136,90,82,,,,,,,,,
2023-08-17T20:59:59-04:00,"Wednesday, Aug 16, 2023","Thursday, Aug 17, 2023",2023-08-16 23:30:00,2023-08-17 08:11:00,08:41:00,00:38:00,00:00:00,1,08:03:00,08:30:08,92.7,93.7,05:46:27,06:04:49,02:04:39,01:59:56,66.8,62.0,65.9,73.5,54.0,53.0,80,134,59,81,,,,,,,,,
2023-08-18T20:59:59-04:00,"Thursday, Aug 17, 2023","Friday, Aug 18, 2023",2023-08-17 23:31:00,2023-08-18 07:51:00,08:20:00,00:40:00,00:00:00,1,07:40:00,08:22:51,92.0,92.6,05:26:49,05:59:43,00:59:21,01:57:40,68.6,62.4,,,52.0,52.7,76,129,63,78,,,,,,,,,
2023-08-21T20:59:59-04:00,"Sunday, Aug 20, 2023","Monday, Aug 21, 2023",2023-08-21 00:00:00,2023-08-21 09:31:00,09:31:00,01:00:00,00:00:00,1,08:31:00,08:19:17,89.5,91.7,05:56:52,05:57:04,02:00:14,01:48:36,50.2,60.4,65.5,69.4,50.0,52.6,117,136,84,84,,,,,,,,,
2023-08-22T20:59:59-04:00,"Monday, Aug 21, 2023","Tuesday, Aug 22, 2023",2023-08-21 23:45:00,2023-08-22 09:15:00,09:30:00,00:30:00,00:00:00,1,09:00:00,08:20:34,94.7,91.0,06:46:36,05:55:27,02:18:51,01:55:03,48.1,56.9,67.3,67.7,46.0,49.9,106,140,88,91,,,,,,,,,
2023-08-23T20:59:59-04:00,"Tuesday, Aug 22, 2023","Wednesday, Aug 23, 2023",2023-08-22 23:30:00,2023-08-23 07:58:00,08:28:00,00:00:00,00:00:00,1,08:28:00,08:16:42,100.0,93.8,05:57:53,05:51:06,01:44:35,01:50:19,69.3,59.3,57.1,66.9,49.0,49.9,90,113,68,79,,,,,,,,,
2023-08-24T20:59:59-04:00,"Wednesday, Aug 23, 2023","Thursday, Aug 24, 2023",2023-08-23 23:45:00,2023-08-24 09:00:00,09:15:00,00:48:00,00:00:00,1,08:27:00,08:22:25,91.4,94.1,05:57:27,06:00:20,01:44:23,01:56:37,50.8,58.0,65.9,67.0,56.0,50.9,146,104,131,83,,,,,,,,,
2023-08-25T20:59:59-04:00,"Thursday, Aug 24, 2023","Friday, Aug 25, 2023",2023-08-24 23:16:00,2023-08-25 09:22:00,10:06:00,00:12:00,00:00:00,1,09:54:00,08:34:42,98.0,94.0,07:25:03,06:11:01,02:32:18,01:54:54,57.5,58.8,,,53.0,51.4,185,114,108,86,,,,,,,,,
2023-08-28T20:59:59-04:00,"Sunday, Aug 27, 2023","Monday, Aug 28, 2023",2023-08-27 22:23:00,2023-08-28 09:19:00,10:56:00,01:10:00,00:00:00,1,09:46:00,08:49:25,89.3,93.6,07:17:51,06:24:04,02:45:17,02:00:42,51.3,56.5,62.0,66.6,50.0,50.9,108,118,59,86,,,,,,,,,
2023-08-29T20:59:59-04:00,"Monday, Aug 28, 2023","Tuesday, Aug 29, 2023",2023-08-28 23:30:00,2023-08-29 08:29:00,08:59:00,00:00:00,00:00:00,1,08:59:00,09:00:42,100.0,94.7,06:12:46,06:30:38,02:14:45,02:11:29,48.0,53.6,64.9,65.4,45.0,49.9,239,142,198,105,,,,,,,,,
2023-08-30T20:59:59-04:00,"Tuesday, Aug 29, 2023","Wednesday, Aug 30, 2023",2023-08-30 00:01:00,2023-08-30 08:56:00,08:55:00,00:28:00,00:00:00,1,08:27:00,09:00:08,94.8,95.5,06:52:42,06:38:37,02:54:17,02:19:12,53.9,54.1,62.7,65.0,49.0,49.7,65,134,60,102,,,,,,,,,
2023-08-31T20:59:59-04:00,"Wednesday, Aug 30, 2023","Thursday, Aug 31, 2023",2023-08-31 00:00:00,2023-08-31 09:00:00,09:00:00,00:35:00,00:00:00,1,08:25:00,08:55:08,93.5,95.3,06:37:14,06:37:16,02:33:02,02:21:13,52.5,54.8,72.0,65.7,55.0,51.0,274,158,133,108,,,,,,,,,
2023-09-01T20:59:59-04:00,"Thursday, Aug 31, 2023","Friday, Sep 1, 2023",2023-08-31 23:00:00,2023-09-01 08:14:00,09:14:00,00:29:00,00:00:00,1,08:45:00,08:57:34,94.8,94.5,05:57:33,06:37:14,01:32:39,02:19:31,54.8,52.7,68.9,67.3,54.0,51.7,94,159,69,108,,,,,,,,,
2023-09-02T20:59:59-04:00,"Friday, Sep 1, 2023","Saturday, Sep 2, 2023",2023-09-01 23:24:00,2023-09-02 08:22:00,08:58:00,01:21:00,00:00:00,1,07:37:00,08:50:25,84.9,93.6,05:22:01,06:32:10,01:46:38,02:19:50,53.7,53.1,68.3,67.7,50.0,50.9,71,148,68,99,,,,,,,,,
2023-09-03T20:59:59-04:00,"Saturday, Sep 2, 2023","Sunday, Sep 3, 2023",2023-09-03 02:27:00,2023-09-03 09:58:00,07:31:00,00:13:00,00:00:00,1,07:18:00,08:28:08,97.1,93.5,04:46:04,06:09:27,00:00:00,01:58:05,67.9,54.6,64.9,66.2,54.0,51.0,57,130,37,89,,,,,,,,,
2023-09-04T20:59:59-04:00,"Sunday, Sep 3, 2023","Monday, Sep 4, 2023",2023-09-04 02:30:00,2023-09-04 09:11:00,06:41:00,00:10:00,00:00:00,1,06:31:00,08:00:17,97.5,94.7,04:03:12,05:41:39,01:02:34,01:43:25,54.6,55.1,64.0,66.5,50.0,51.0,305,158,200,109,,,,,,,,,
2023-09-05T20:59:59-04:00,"Monday, Sep 4, 2023","Tuesday, Sep 5, 2023",2023-09-05 01:01:00,2023-09-05 10:24:00,09:23:00,00:00:00,00:00:00,1,09:23:00,08:03:42,100.0,94.7,06:37:52,05:45:14,02:01:44,01:41:33,55.8,56.2,57.2,65.4,53.0,52.1,83,136,73,91,,,,,,,,,
2023-09-06T20:59:59-04:00,"Tuesday, Sep 5, 2023","Wednesday, Sep 6, 2023",2023-09-06 01:30:00,2023-09-06 09:50:00,08:20:00,00:00:00,00:00:00,1,08:20:00,08:02:42,100.0,95.4,05:49:06,05:36:09,02:01:13,01:33:58,52.0,55.9,62.4,65.4,49.0,52.1,56,134,40,89,,,,,,,,,
2023-09-07T20:59:59-04:00,"Wednesday, Sep 6, 2023","Thursday, Sep 7, 2023",2023-09-07 01:15:00,2023-09-07 09:36:00,08:21:00,00:08:00,00:00:00,1,08:13:00,08:01:00,98.4,96.1,06:21:56,05:33:58,02:23:08,01:32:33,52.2,55.9,51.9,62.5,48.0,51.1,155,117,96,83,,,,,,,,,
